CandidateName,AppliedRole,FunnelStage,StageOrder,Status,InterviewDate,Panelist,PanelistFatigueFlag,FeedbackText,RejectionReason,ResumeScore
Candidate 252,Data Scientist,Screening,1,Passed,2025-09-24,,No,,,7
Candidate 252,Data Scientist,Online Assessment,2,Passed,2025-09-28,,No,,,7
Candidate 252,Data Scientist,Technical Interview,3,Rejected,2025-09-28,Panelist 7,No,Struggled with edge cases in coding round.,Cultural misfit,7
Candidate 253,Data Scientist,Screening,1,Passed,2025-09-24,,No,,,9
Candidate 253,Data Scientist,Online Assessment,2,Rejected,2025-09-24,,No,,Cultural misfit,9
Candidate 254,Data Scientist,Screening,1,Passed,2025-11-01,,No,,,5
Candidate 254,Data Scientist,Online Assessment,2,Rejected,2025-11-01,,No,,Cultural misfit,5
Candidate 255,Data Scientist,Screening,1,Passed,2025-10-26,,No,,,6
Candidate 255,Data Scientist,Online Assessment,2,Passed,2025-10-27,,No,,,6
Candidate 255,Data Scientist,Technical Interview,3,Passed,2025-10-29,Panelist 16,No,Excellent domain knowledge in ML pipelines.,,6
Candidate 255,Data Scientist,Managerial Interview,4,Passed,2025-10-30,Panelist 23,No,Struggled with edge cases in coding round.,,6
Candidate 255,Data Scientist,Offer,5,Passed,2025-11-04,,No,,,6
Candidate 255,Data Scientist,Offer,6,Accepted,2025-11-04,HR Team,No,Offer accepted.,,6
Candidate 256,Data Scientist,Screening,1,Passed,2025-11-15,,No,,,10
Candidate 256,Data Scientist,Online Assessment,2,Passed,2025-11-21,,No,,,10
Candidate 256,Data Scientist,Technical Interview,3,Passed,2025-11-24,Panelist 2,No,"Strong problem-solving, explained system design well.",,10
Candidate 256,Data Scientist,Managerial Interview,4,Passed,2025-11-25,Panelist 12,No,Needs improvement in time complexity.,,10
Candidate 256,Data Scientist,Offer,5,Passed,2025-12-02,,No,,,10
Candidate 256,Data Scientist,Offer,6,Accepted,2025-12-02,HR Team,No,Offer accepted.,,10
Candidate 257,Data Scientist,Screening,1,Passed,2025-11-05,,No,,,5
Candidate 257,Data Scientist,Online Assessment,2,Passed,2025-11-10,,No,,,5
Candidate 257,Data Scientist,Technical Interview,3,Passed,2025-11-16,Panelist 17,No,Excellent domain knowledge in ML pipelines.,,5
Candidate 257,Data Scientist,Managerial Interview,4,Passed,2025-11-19,Panelist 23,No,Struggled with edge cases in coding round.,,5
Candidate 257,Data Scientist,Offer,5,Rejected,2025-11-19,,No,,Insufficient experience,5
Candidate 258,Data Scientist,Screening,1,Passed,2025-09-24,,No,,,5
Candidate 258,Data Scientist,Online Assessment,2,Rejected,2025-09-24,,No,,Cultural misfit,5
Candidate 259,Data Scientist,Screening,1,Rejected,2025-09-03,,No,,Insufficient experience,4
Candidate 260,Data Scientist,Screening,1,Passed,2025-10-30,,No,,,7
Candidate 260,Data Scientist,Online Assessment,2,Passed,2025-11-05,,No,,,7
Candidate 260,Data Scientist,Technical Interview,3,Passed,2025-11-09,Panelist 17,No,Needs improvement in time complexity.,,7
Candidate 260,Data Scientist,Managerial Interview,4,Rejected,2025-11-09,Panelist 12,No,"Great cultural fit, asked thoughtful questions.",Insufficient experience,7
Candidate 261,Data Scientist,Screening,1,Passed,2025-09-23,,No,,,7
Candidate 261,Data Scientist,Online Assessment,2,Passed,2025-09-26,,No,,,7
Candidate 261,Data Scientist,Technical Interview,3,Passed,2025-09-28,Panelist 6,No,"Great cultural fit, asked thoughtful questions.",,7
Candidate 261,Data Scientist,Managerial Interview,4,Rejected,2025-09-28,Panelist 18,No,Needs improvement in code clarity.,Role withdrawn,7
Candidate 262,Data Scientist,Screening,1,Passed,2025-10-16,,No,,,10
Candidate 262,Data Scientist,Online Assessment,2,Passed,2025-10-21,,No,,,10
Candidate 262,Data Scientist,Technical Interview,3,Rejected,2025-10-21,Panelist 22,No,"Strong problem-solving, explained system design well.",Role withdrawn,10
Candidate 263,Data Scientist,Screening,1,Rejected,2025-09-29,,No,,Poor skill match,6
Candidate 264,Data Scientist,Screening,1,Passed,2025-11-10,,No,,,8
Candidate 264,Data Scientist,Online Assessment,2,Rejected,2025-11-10,,No,,Cultural misfit,8
Candidate 265,Data Scientist,Screening,1,Passed,2025-11-08,,No,,,5
Candidate 265,Data Scientist,Online Assessment,2,Passed,2025-11-12,,No,,,5
Candidate 265,Data Scientist,Technical Interview,3,Rejected,2025-11-12,Panelist 12,No,"Great cultural fit, asked thoughtful questions.",Role withdrawn,5
Candidate 266,Data Scientist,Screening,1,Passed,2025-10-31,,No,,,10
Candidate 266,Data Scientist,Online Assessment,2,Passed,2025-11-07,,No,,,10
Candidate 266,Data Scientist,Technical Interview,3,Passed,2025-11-14,Panelist 19,Yes,Excellent domain knowledge in ML pipelines.,,10
Candidate 266,Data Scientist,Managerial Interview,4,Passed,2025-11-16,Panelist 13,No,Needs improvement in code clarity.,,10
Candidate 266,Data Scientist,Offer,5,Passed,2025-11-19,,No,,,10
Candidate 266,Data Scientist,Offer,6,Accepted,2025-11-19,HR Team,No,Offer accepted.,,10
Candidate 267,Data Scientist,Screening,1,Passed,2025-11-01,,No,,,7
Candidate 267,Data Scientist,Online Assessment,2,Passed,2025-11-08,,No,,,7
Candidate 267,Data Scientist,Technical Interview,3,Passed,2025-11-09,Panelist 21,No,Needs improvement in code clarity.,,7
Candidate 267,Data Scientist,Managerial Interview,4,Passed,2025-11-12,Panelist 4,No,"Great cultural fit, asked thoughtful questions.",,7
Candidate 267,Data Scientist,Offer,5,Passed,2025-11-18,,No,,,7
Candidate 267,Data Scientist,Offer,6,Rejected,2025-11-18,HR Team,No,Declined due to delays in process.,Delays in process,7
Candidate 268,Data Scientist,Screening,1,Rejected,2025-10-04,,No,,Code test failed,4
Candidate 269,Data Scientist,Screening,1,Passed,2025-10-20,,No,,,9
Candidate 269,Data Scientist,Online Assessment,2,Passed,2025-10-26,,No,,,9
Candidate 269,Data Scientist,Technical Interview,3,Passed,2025-11-02,Panelist 3,No,Excellent domain knowledge in ML pipelines.,,9
Candidate 269,Data Scientist,Managerial Interview,4,Passed,2025-11-04,Panelist 22,Yes,"Great cultural fit, asked thoughtful questions.",,9
Candidate 269,Data Scientist,Offer,5,Passed,2025-11-07,,No,,,9
Candidate 269,Data Scientist,Offer,6,Accepted,2025-11-07,HR Team,No,Offer accepted.,,9
Candidate 270,Data Scientist,Screening,1,Passed,2025-09-23,,No,,,8
Candidate 270,Data Scientist,Online Assessment,2,Passed,2025-09-28,,No,,,8
Candidate 270,Data Scientist,Technical Interview,3,Rejected,2025-09-28,Panelist 20,No,Excellent domain knowledge in ML pipelines.,Cultural misfit,8
Candidate 271,Data Scientist,Screening,1,Passed,2025-11-03,,No,,,8
Candidate 271,Data Scientist,Online Assessment,2,Passed,2025-11-08,,No,,,8
Candidate 271,Data Scientist,Technical Interview,3,Rejected,2025-11-08,Panelist 17,No,"Strong problem-solving, explained API design well.",Role withdrawn,8
Candidate 272,Data Scientist,Screening,1,Passed,2025-10-11,,No,,,5
Candidate 272,Data Scientist,Online Assessment,2,Passed,2025-10-12,,No,,,5
Candidate 272,Data Scientist,Technical Interview,3,Passed,2025-10-17,Panelist 3,No,Needs improvement in communication.,,5
Candidate 272,Data Scientist,Managerial Interview,4,Rejected,2025-10-17,Panelist 2,No,"Great cultural fit, asked thoughtful questions.",Poor skill match,5
Candidate 273,Data Scientist,Screening,1,Passed,2025-10-21,,No,,,5
Candidate 273,Data Scientist,Online Assessment,2,Passed,2025-10-24,,No,,,5
Candidate 273,Data Scientist,Technical Interview,3,Rejected,2025-10-24,Panelist 12,No,Needs improvement in time complexity.,No show/interview abandoned,5
Candidate 274,Data Scientist,Screening,1,Passed,2025-10-02,,No,,,8
Candidate 274,Data Scientist,Online Assessment,2,Passed,2025-10-03,,No,,,8
Candidate 274,Data Scientist,Technical Interview,3,Passed,2025-10-05,Panelist 7,No,Excellent domain knowledge in ML pipelines.,,8
Candidate 274,Data Scientist,Managerial Interview,4,Passed,2025-10-09,Panelist 12,No,Struggled with edge cases in coding round.,,8
Candidate 274,Data Scientist,Offer,5,Passed,2025-10-16,,No,,,8
Candidate 274,Data Scientist,Offer,6,Accepted,2025-10-16,HR Team,No,Offer accepted.,,8
Candidate 275,Data Scientist,Screening,1,Passed,2025-10-23,,No,,,10
Candidate 275,Data Scientist,Online Assessment,2,Passed,2025-10-25,,No,,,10
Candidate 275,Data Scientist,Technical Interview,3,Passed,2025-10-26,Panelist 18,No,"Strong problem-solving, explained system design well.",,10
Candidate 275,Data Scientist,Managerial Interview,4,Passed,2025-10-31,Panelist 22,Yes,"Strong problem-solving, explained system design well.",,10
Candidate 275,Data Scientist,Offer,5,Passed,2025-11-02,,No,,,10
Candidate 275,Data Scientist,Offer,6,Accepted,2025-11-02,HR Team,No,Offer accepted.,,10
Candidate 276,Data Scientist,Screening,1,Passed,2025-09-27,,No,,,7
Candidate 276,Data Scientist,Online Assessment,2,Passed,2025-10-01,,No,,,7
Candidate 276,Data Scientist,Technical Interview,3,Passed,2025-10-05,Panelist 9,No,Struggled with edge cases in coding round.,,7
Candidate 276,Data Scientist,Managerial Interview,4,Passed,2025-10-07,Panelist 16,No,"Strong problem-solving, explained system design well.",,7
Candidate 276,Data Scientist,Offer,5,Passed,2025-10-14,,No,,,7
Candidate 276,Data Scientist,Offer,6,Accepted,2025-10-14,HR Team,No,Offer accepted.,,7
Candidate 277,Data Scientist,Screening,1,Passed,2025-09-27,,No,,,4
Candidate 277,Data Scientist,Online Assessment,2,Passed,2025-10-04,,No,,,4
Candidate 277,Data Scientist,Technical Interview,3,Passed,2025-10-11,Panelist 16,Yes,Struggled with edge cases in coding round.,,4
Candidate 277,Data Scientist,Managerial Interview,4,Passed,2025-10-15,Panelist 18,No,"Strong problem-solving, explained DP well.",,4
Candidate 277,Data Scientist,Offer,5,Rejected,2025-10-15,,No,,No show/interview abandoned,4
Candidate 278,Data Scientist,Screening,1,Passed,2025-11-06,,No,,,8
Candidate 278,Data Scientist,Online Assessment,2,Passed,2025-11-12,,No,,,8
Candidate 278,Data Scientist,Technical Interview,3,Passed,2025-11-16,Panelist 16,Yes,Struggled with edge cases in coding round.,,8
Candidate 278,Data Scientist,Managerial Interview,4,Rejected,2025-11-16,Panelist 9,No,"Great cultural fit, asked thoughtful questions.",Poor skill match,8
Candidate 279,Data Scientist,Screening,1,Passed,2025-09-08,,No,,,5
Candidate 279,Data Scientist,Online Assessment,2,Passed,2025-09-11,,No,,,5
Candidate 279,Data Scientist,Technical Interview,3,Passed,2025-09-18,Panelist 14,No,"Great cultural fit, asked thoughtful questions.",,5
Candidate 279,Data Scientist,Managerial Interview,4,Passed,2025-09-23,Panelist 10,No,"Strong problem-solving, explained API design well.",,5
Candidate 279,Data Scientist,Offer,5,Passed,2025-09-29,,No,,,5
Candidate 279,Data Scientist,Offer,6,Accepted,2025-09-29,HR Team,No,Offer accepted.,,5
Candidate 280,Data Scientist,Screening,1,Passed,2025-10-20,,No,,,7
Candidate 280,Data Scientist,Online Assessment,2,Rejected,2025-10-20,,No,,Role withdrawn,7
Candidate 281,Data Scientist,Screening,1,Passed,2025-10-18,,No,,,3
Candidate 281,Data Scientist,Online Assessment,2,Passed,2025-10-25,,No,,,3
Candidate 281,Data Scientist,Technical Interview,3,Passed,2025-10-27,Panelist 3,No,"Strong problem-solving, explained system design well.",,3
Candidate 281,Data Scientist,Managerial Interview,4,Passed,2025-11-01,Panelist 20,No,Excellent domain knowledge in ML pipelines.,,3
Candidate 281,Data Scientist,Offer,5,Passed,2025-11-08,,No,,,3
Candidate 281,Data Scientist,Offer,6,Accepted,2025-11-08,HR Team,No,Offer accepted.,,3
Candidate 282,Data Scientist,Screening,1,Passed,2025-10-11,,No,,,9
Candidate 282,Data Scientist,Online Assessment,2,Passed,2025-10-16,,No,,,9
Candidate 282,Data Scientist,Technical Interview,3,Passed,2025-10-23,Panelist 15,No,Excellent domain knowledge in ML pipelines.,,9
Candidate 282,Data Scientist,Managerial Interview,4,Passed,2025-10-24,Panelist 24,No,Excellent domain knowledge in ML pipelines.,,9
Candidate 282,Data Scientist,Offer,5,Passed,2025-10-26,,No,,,9
Candidate 282,Data Scientist,Offer,6,Accepted,2025-10-26,HR Team,No,Offer accepted.,,9
Candidate 283,Data Scientist,Screening,1,Passed,2025-09-12,,No,,,6
Candidate 283,Data Scientist,Online Assessment,2,Passed,2025-09-15,,No,,,6
Candidate 283,Data Scientist,Technical Interview,3,Passed,2025-09-19,Panelist 22,Yes,Needs improvement in communication.,,6
Candidate 283,Data Scientist,Managerial Interview,4,Rejected,2025-09-19,Panelist 16,Yes,Needs improvement in communication.,Code test failed,6
Candidate 284,Data Scientist,Screening,1,Passed,2025-09-07,,No,,,6
Candidate 284,Data Scientist,Online Assessment,2,Passed,2025-09-10,,No,,,6
Candidate 284,Data Scientist,Technical Interview,3,Passed,2025-09-12,Panelist 20,No,"Strong problem-solving, explained system design well.",,6
Candidate 284,Data Scientist,Managerial Interview,4,Passed,2025-09-14,Panelist 8,No,Excellent domain knowledge in ML pipelines.,,6
Candidate 284,Data Scientist,Offer,5,Passed,2025-09-17,,No,,,6
Candidate 284,Data Scientist,Offer,6,Accepted,2025-09-17,HR Team,No,Offer accepted.,,6
Candidate 285,Data Scientist,Screening,1,Passed,2025-10-27,,No,,,8
Candidate 285,Data Scientist,Online Assessment,2,Passed,2025-10-30,,No,,,8
Candidate 285,Data Scientist,Technical Interview,3,Passed,2025-11-02,Panelist 19,Yes,"Great cultural fit, asked thoughtful questions.",,8
Candidate 285,Data Scientist,Managerial Interview,4,Passed,2025-11-03,Panelist 5,No,Excellent domain knowledge in ML pipelines.,,8
Candidate 285,Data Scientist,Offer,5,Passed,2025-11-05,,No,,,8
Candidate 285,Data Scientist,Offer,6,Accepted,2025-11-05,HR Team,No,Offer accepted.,,8
Candidate 286,Data Scientist,Screening,1,Passed,2025-10-22,,No,,,10
Candidate 286,Data Scientist,Online Assessment,2,Passed,2025-10-26,,No,,,10
Candidate 286,Data Scientist,Technical Interview,3,Passed,2025-10-28,Panelist 1,No,"Strong problem-solving, explained system design well.",,10
Candidate 286,Data Scientist,Managerial Interview,4,Passed,2025-11-01,Panelist 15,No,"Strong problem-solving, explained API design well.",,10
Candidate 286,Data Scientist,Offer,5,Passed,2025-11-08,,No,,,10
Candidate 286,Data Scientist,Offer,6,Accepted,2025-11-08,HR Team,No,Offer accepted.,,10
Candidate 287,Data Scientist,Screening,1,Passed,2025-11-10,,No,,,10
Candidate 287,Data Scientist,Online Assessment,2,Passed,2025-11-14,,No,,,10
Candidate 287,Data Scientist,Technical Interview,3,Passed,2025-11-20,Panelist 23,No,Struggled with edge cases in coding round.,,10
Candidate 287,Data Scientist,Managerial Interview,4,Passed,2025-11-27,Panelist 10,No,Excellent domain knowledge in ML pipelines.,,10
Candidate 287,Data Scientist,Offer,5,Passed,2025-12-01,,No,,,10
Candidate 287,Data Scientist,Offer,6,Accepted,2025-12-01,HR Team,No,Offer accepted.,,10
Candidate 288,Data Scientist,Screening,1,Passed,2025-11-03,,No,,,10
Candidate 288,Data Scientist,Online Assessment,2,Passed,2025-11-10,,No,,,10
Candidate 288,Data Scientist,Technical Interview,3,Passed,2025-11-15,Panelist 10,No,Struggled with edge cases in coding round.,,10
Candidate 288,Data Scientist,Managerial Interview,4,Passed,2025-11-19,Panelist 21,No,Needs improvement in code clarity.,,10
Candidate 288,Data Scientist,Offer,5,Passed,2025-11-21,,No,,,10
Candidate 288,Data Scientist,Offer,6,Accepted,2025-11-21,HR Team,No,Offer accepted.,,10
Candidate 289,Data Scientist,Screening,1,Passed,2025-11-11,,No,,,10
Candidate 289,Data Scientist,Online Assessment,2,Passed,2025-11-13,,No,,,10
Candidate 289,Data Scientist,Technical Interview,3,Passed,2025-11-18,Panelist 23,No,Struggled with edge cases in coding round.,,10
Candidate 289,Data Scientist,Managerial Interview,4,Passed,2025-11-21,Panelist 7,No,Struggled with edge cases in coding round.,,10
Candidate 289,Data Scientist,Offer,5,Passed,2025-11-25,,No,,,10
Candidate 289,Data Scientist,Offer,6,Rejected,2025-11-25,HR Team,No,Declined due to delays in process.,Delays in process,10
Candidate 290,Data Scientist,Screening,1,Passed,2025-09-14,,No,,,6
Candidate 290,Data Scientist,Online Assessment,2,Passed,2025-09-16,,No,,,6
Candidate 290,Data Scientist,Technical Interview,3,Rejected,2025-09-16,Panelist 23,No,"Strong problem-solving, explained API design well.",Insufficient experience,6
Candidate 291,Data Scientist,Screening,1,Passed,2025-09-10,,No,,,10
Candidate 291,Data Scientist,Online Assessment,2,Passed,2025-09-13,,No,,,10
Candidate 291,Data Scientist,Technical Interview,3,Passed,2025-09-17,Panelist 5,No,"Great cultural fit, asked thoughtful questions.",,10
Candidate 291,Data Scientist,Managerial Interview,4,Passed,2025-09-21,Panelist 5,No,"Great cultural fit, asked thoughtful questions.",,10
Candidate 291,Data Scientist,Offer,5,Passed,2025-09-27,,No,,,10
Candidate 291,Data Scientist,Offer,6,Accepted,2025-09-27,HR Team,No,Offer accepted.,,10
Candidate 292,Data Scientist,Screening,1,Passed,2025-10-07,,No,,,10
Candidate 292,Data Scientist,Online Assessment,2,Passed,2025-10-09,,No,,,10
Candidate 292,Data Scientist,Technical Interview,3,Rejected,2025-10-09,Panelist 11,No,Struggled with edge cases in coding round.,Insufficient experience,10
Candidate 293,Data Scientist,Screening,1,Passed,2025-10-30,,No,,,6
Candidate 293,Data Scientist,Online Assessment,2,Passed,2025-11-05,,No,,,6
Candidate 293,Data Scientist,Technical Interview,3,Passed,2025-11-07,Panelist 18,No,"Strong problem-solving, explained API design well.",,6
Candidate 293,Data Scientist,Managerial Interview,4,Passed,2025-11-12,Panelist 6,No,Excellent domain knowledge in ML pipelines.,,6
Candidate 293,Data Scientist,Offer,5,Passed,2025-11-13,,No,,,6
Candidate 293,Data Scientist,Offer,6,Accepted,2025-11-13,HR Team,No,Offer accepted.,,6
Candidate 294,Data Scientist,Screening,1,Passed,2025-10-19,,No,,,6
Candidate 294,Data Scientist,Online Assessment,2,Passed,2025-10-20,,No,,,6
Candidate 294,Data Scientist,Technical Interview,3,Passed,2025-10-26,Panelist 11,No,Struggled with edge cases in coding round.,,6
Candidate 294,Data Scientist,Managerial Interview,4,Passed,2025-11-02,Panelist 1,No,"Great cultural fit, asked thoughtful questions.",,6
Candidate 294,Data Scientist,Offer,5,Passed,2025-11-03,,No,,,6
Candidate 294,Data Scientist,Offer,6,Rejected,2025-11-03,HR Team,No,Declined due to delays in process.,Delays in process,6
Candidate 295,Data Scientist,Screening,1,Passed,2025-10-21,,No,,,9
Candidate 295,Data Scientist,Online Assessment,2,Passed,2025-10-22,,No,,,9
Candidate 295,Data Scientist,Technical Interview,3,Passed,2025-10-28,Panelist 1,No,Needs improvement in code clarity.,,9
Candidate 295,Data Scientist,Managerial Interview,4,Passed,2025-11-01,Panelist 10,No,"Strong problem-solving, explained system design well.",,9
Candidate 295,Data Scientist,Offer,5,Passed,2025-11-05,,No,,,9
Candidate 295,Data Scientist,Offer,6,Accepted,2025-11-05,HR Team,No,Offer accepted.,,9
Candidate 296,Data Scientist,Screening,1,Passed,2025-09-25,,No,,,8
Candidate 296,Data Scientist,Online Assessment,2,Passed,2025-10-01,,No,,,8
Candidate 296,Data Scientist,Technical Interview,3,Passed,2025-10-08,Panelist 8,No,Excellent domain knowledge in ML pipelines.,,8
Candidate 296,Data Scientist,Managerial Interview,4,Passed,2025-10-13,Panelist 16,Yes,Needs improvement in code clarity.,,8
Candidate 296,Data Scientist,Offer,5,Rejected,2025-10-13,,No,,Poor skill match,8
Candidate 297,Data Scientist,Screening,1,Passed,2025-10-10,,No,,,5
Candidate 297,Data Scientist,Online Assessment,2,Rejected,2025-10-10,,No,,Role withdrawn,5
Candidate 298,Data Scientist,Screening,1,Rejected,2025-09-24,,No,,Cultural misfit,10
Candidate 299,Data Scientist,Screening,1,Passed,2025-11-04,,No,,,8
Candidate 299,Data Scientist,Online Assessment,2,Passed,2025-11-05,,No,,,8
Candidate 299,Data Scientist,Technical Interview,3,Passed,2025-11-06,Panelist 24,No,Struggled with edge cases in coding round.,,8
Candidate 299,Data Scientist,Managerial Interview,4,Passed,2025-11-11,Panelist 6,No,Excellent domain knowledge in ML pipelines.,,8
Candidate 299,Data Scientist,Offer,5,Passed,2025-11-17,,No,,,8
Candidate 299,Data Scientist,Offer,6,Accepted,2025-11-17,HR Team,No,Offer accepted.,,8
Candidate 300,Data Scientist,Screening,1,Passed,2025-09-24,,No,,,8
Candidate 300,Data Scientist,Online Assessment,2,Passed,2025-10-01,,No,,,8
Candidate 300,Data Scientist,Technical Interview,3,Passed,2025-10-02,Panelist 1,No,Struggled with edge cases in coding round.,,8
Candidate 300,Data Scientist,Managerial Interview,4,Passed,2025-10-06,Panelist 10,No,"Strong problem-solving, explained system design well.",,8
Candidate 300,Data Scientist,Offer,5,Passed,2025-10-13,,No,,,8
Candidate 300,Data Scientist,Offer,6,Accepted,2025-10-13,HR Team,No,Offer accepted.,,8
Candidate 301,Data Scientist,Screening,1,Rejected,2025-10-21,,No,,Role withdrawn,5
Candidate 302,Data Scientist,Screening,1,Passed,2025-11-08,,No,,,10
Candidate 302,Data Scientist,Online Assessment,2,Rejected,2025-11-08,,No,,Cultural misfit,10
Candidate 303,Data Scientist,Screening,1,Passed,2025-11-03,,No,,,7
Candidate 303,Data Scientist,Online Assessment,2,Passed,2025-11-04,,No,,,7
Candidate 303,Data Scientist,Technical Interview,3,Passed,2025-11-10,Panelist 9,No,Struggled with edge cases in coding round.,,7
Candidate 303,Data Scientist,Managerial Interview,4,Passed,2025-11-16,Panelist 14,No,"Great cultural fit, asked thoughtful questions.",,7
Candidate 303,Data Scientist,Offer,5,Passed,2025-11-23,,No,,,7
Candidate 303,Data Scientist,Offer,6,Accepted,2025-11-23,HR Team,No,Offer accepted.,,7
Candidate 304,Data Scientist,Screening,1,Passed,2025-10-12,,No,,,10
Candidate 304,Data Scientist,Online Assessment,2,Passed,2025-10-18,,No,,,10
Candidate 304,Data Scientist,Technical Interview,3,Rejected,2025-10-18,Panelist 12,No,Needs improvement in time complexity.,Cultural misfit,10
Candidate 305,Data Scientist,Screening,1,Passed,2025-09-17,,No,,,7
Candidate 305,Data Scientist,Online Assessment,2,Passed,2025-09-18,,No,,,7
Candidate 305,Data Scientist,Technical Interview,3,Rejected,2025-09-18,Panelist 1,No,Needs improvement in communication.,Cultural misfit,7
Candidate 306,Data Scientist,Screening,1,Passed,2025-09-19,,No,,,8
Candidate 306,Data Scientist,Online Assessment,2,Passed,2025-09-26,,No,,,8
Candidate 306,Data Scientist,Technical Interview,3,Rejected,2025-09-26,Panelist 18,Yes,Excellent domain knowledge in ML pipelines.,Cultural misfit,8
Candidate 307,Data Scientist,Screening,1,Rejected,2025-09-14,,No,,Poor skill match,10
Candidate 308,Data Scientist,Screening,1,Passed,2025-09-30,,No,,,6
Candidate 308,Data Scientist,Online Assessment,2,Passed,2025-10-04,,No,,,6
Candidate 308,Data Scientist,Technical Interview,3,Passed,2025-10-08,Panelist 24,No,Needs improvement in code clarity.,,6
Candidate 308,Data Scientist,Managerial Interview,4,Passed,2025-10-14,Panelist 25,No,"Great cultural fit, asked thoughtful questions.",,6
Candidate 308,Data Scientist,Offer,5,Passed,2025-10-20,,No,,,6
Candidate 308,Data Scientist,Offer,6,Accepted,2025-10-20,HR Team,No,Offer accepted.,,6
Candidate 309,Data Scientist,Screening,1,Passed,2025-10-29,,No,,,7
Candidate 309,Data Scientist,Online Assessment,2,Passed,2025-11-04,,No,,,7
Candidate 309,Data Scientist,Technical Interview,3,Passed,2025-11-11,Panelist 12,No,Excellent domain knowledge in ML pipelines.,,7
Candidate 309,Data Scientist,Managerial Interview,4,Passed,2025-11-17,Panelist 6,No,Needs improvement in time complexity.,,7
Candidate 309,Data Scientist,Offer,5,Passed,2025-11-20,,No,,,7
Candidate 309,Data Scientist,Offer,6,Accepted,2025-11-20,HR Team,No,Offer accepted.,,7
Candidate 310,Data Scientist,Screening,1,Rejected,2025-10-11,,No,,Code test failed,7
Candidate 311,Data Scientist,Screening,1,Passed,2025-10-02,,No,,,6
Candidate 311,Data Scientist,Online Assessment,2,Passed,2025-10-09,,No,,,6
Candidate 311,Data Scientist,Technical Interview,3,Passed,2025-10-15,Panelist 21,Yes,"Strong problem-solving, explained system design well.",,6
Candidate 311,Data Scientist,Managerial Interview,4,Passed,2025-10-21,Panelist 5,No,Excellent domain knowledge in ML pipelines.,,6
Candidate 311,Data Scientist,Offer,5,Rejected,2025-10-21,,No,,No show/interview abandoned,6
Candidate 312,Data Scientist,Screening,1,Passed,2025-10-05,,No,,,6
Candidate 312,Data Scientist,Online Assessment,2,Rejected,2025-10-05,,No,,Poor skill match,6
Candidate 313,Data Scientist,Screening,1,Passed,2025-09-11,,No,,,8
Candidate 313,Data Scientist,Online Assessment,2,Passed,2025-09-15,,No,,,8
Candidate 313,Data Scientist,Technical Interview,3,Passed,2025-09-21,Panelist 11,No,Excellent domain knowledge in ML pipelines.,,8
Candidate 313,Data Scientist,Managerial Interview,4,Passed,2025-09-28,Panelist 23,No,Needs improvement in time complexity.,,8
Candidate 313,Data Scientist,Offer,5,Passed,2025-09-30,,No,,,8
Candidate 313,Data Scientist,Offer,6,Accepted,2025-09-30,HR Team,No,Offer accepted.,,8
Candidate 314,Data Scientist,Screening,1,Passed,2025-09-16,,No,,,9
Candidate 314,Data Scientist,Online Assessment,2,Passed,2025-09-22,,No,,,9
Candidate 314,Data Scientist,Technical Interview,3,Passed,2025-09-28,Panelist 17,Yes,Excellent domain knowledge in ML pipelines.,,9
Candidate 314,Data Scientist,Managerial Interview,4,Passed,2025-10-04,Panelist 16,Yes,Excellent domain knowledge in ML pipelines.,,9
Candidate 314,Data Scientist,Offer,5,Passed,2025-10-10,,No,,,9
Candidate 314,Data Scientist,Offer,6,Accepted,2025-10-10,HR Team,No,Offer accepted.,,9
Candidate 315,Data Scientist,Screening,1,Passed,2025-10-25,,No,,,9
Candidate 315,Data Scientist,Online Assessment,2,Passed,2025-10-30,,No,,,9
Candidate 315,Data Scientist,Technical Interview,3,Rejected,2025-10-30,Panelist 10,No,"Great cultural fit, asked thoughtful questions.",Insufficient experience,9
Candidate 316,Data Scientist,Screening,1,Passed,2025-09-10,,No,,,7
Candidate 316,Data Scientist,Online Assessment,2,Passed,2025-09-14,,No,,,7
Candidate 316,Data Scientist,Technical Interview,3,Passed,2025-09-17,Panelist 1,No,Struggled with edge cases in coding round.,,7
Candidate 316,Data Scientist,Managerial Interview,4,Passed,2025-09-23,Panelist 13,No,Needs improvement in communication.,,7
Candidate 316,Data Scientist,Offer,5,Passed,2025-09-26,,No,,,7
Candidate 316,Data Scientist,Offer,6,Accepted,2025-09-26,HR Team,No,Offer accepted.,,7
Candidate 317,Data Scientist,Screening,1,Passed,2025-10-18,,No,,,3
Candidate 317,Data Scientist,Online Assessment,2,Passed,2025-10-25,,No,,,3
Candidate 317,Data Scientist,Technical Interview,3,Passed,2025-10-27,Panelist 6,No,Excellent domain knowledge in ML pipelines.,,3
Candidate 317,Data Scientist,Managerial Interview,4,Rejected,2025-10-27,Panelist 20,No,Needs improvement in time complexity.,Role withdrawn,3
Candidate 318,Data Scientist,Screening,1,Passed,2025-09-10,,No,,,6
Candidate 318,Data Scientist,Online Assessment,2,Passed,2025-09-14,,No,,,6
Candidate 318,Data Scientist,Technical Interview,3,Rejected,2025-09-14,Panelist 3,No,"Strong problem-solving, explained system design well.",Cultural misfit,6
Candidate 319,Data Scientist,Screening,1,Passed,2025-10-20,,No,,,9
Candidate 319,Data Scientist,Online Assessment,2,Passed,2025-10-22,,No,,,9
